parts/million,8.345,pounds/million gal
pecks (British),554.6,cubic inches
pecks (British),9.091901,litres
pecks (US),0.25,bushels
pecks (US),537.605,cubic inches
pecks (US),8.809768,litres
pecks (US),8,quarts (dry)
pennyweights (troy),24,grains
pennyweights (troy),0.05,ounces (troy)
pennyweights (troy),1.555174,grams
pennyweights (troy),0.00417,pounds (troy)
perch (area),25.2929,sq. metre
perch (length),5.0292,metre
perm (0deg.C),5.72135E-11,kg. per pascal sec sq.m.
perm inch (0deg.C),1.45322E-12,kg. per pascal sec m.
phot,10000,lux
pica (printing),4.217518,millimetre
pica (computer),4.233333,millimetre
pieze,1000,pascal
pints (Brit.) ( pts. ),568.26125,cu centimetres
pints (Brit.),34.67743,cu inches
pints (Brit.),0.125,gallons (Brit.)
pints (Brit.),4,gills (Brit.)
pints (Brit.),0.56826125,litres
pints (Brit.),568.26125,millilitres
pints (Brit.),20,ounces (Brit. fluid)
pints (Brit.),1.032057,pints (US dry)
pints (Brit.),1.20095,pints (US liquid)
pints (US dry),550.6105,cu centimeters
pints (US dry),33.6003125,cu inches
pints (US dry),0.5506105,litres
pints (US dry),550.6105,millitres
pints (US dry),0.0625,peck (US)
pints (US dry),0.968939,pint (Brit. dry)
pints (US dry),0.5,quarts (US dry)
pints (US liquid),473.1765,cu cm
pints (US liquid),0.01671,cu feet
pints (US liquid),28.875,cu inches
pints (US liquid),0.000473,cu metres
pints (US liquid),0.000619,cu yards
pints (US liquid),0.125,gallons (US)
pints (US liquid),4,gills (US)
pints (US liquid),0.4731765,litres
pints (US liquid),473.1765,millilitres
pints (US liquid),16,ounce (US fluid)
pints (US liquid),0.8326742,pints (Brit. liquid)
pints (US liquid),0.5,quarts (liquid)
Plank's quantum,6.62E-27,erg-second
point (printing),0.3514598,millimetre
point (computer),0.3527778,millimetre
poise (P),0.1,pascal sec
poiseuille,1,pascal sec
pole (area),25.2929,metre
pole (length),5.0292,metre
poundals,13826,dynes
poundals,14.1,grams
poundals,0.00138,joules/cm
poundals,0.138255,joules/metre (newtons)
poundal per sq. ft.,1.488164,pascal (Pa)
poundals,0.0141,kilograms
poundals,0.03108,pounds
pounds ( lbs ),256,drams
pounds,445000,dynes
pounds,7000,grains
pounds,453.5924,grams
pounds,0.04448,joules/cm
pounds,4.448,joules/metre (newtons)
pound ( lb. ),0.4536,kilograms
pounds,16,ounces
pounds,14.5833,ounces (troy)
pounds,32.17,poundals
pounds,1.21528,pounds (troy)
pounds,0.07142857,stones (British)
pounds,0.0005,tons (short)
pounds (troy),5760,grains
pounds (troy),373.24177,grams
pounds (troy),13.1657,ounces (avoirdupois)
pounds (troy),12,ounces (troy)
pounds (troy),240,pennyweights (troy)
pounds (troy),0.822857,pounds (avoirdupois)
pounds (troy),0.000367,tons (long)
pounds (troy),0.000373,tonnes (metric)
pounds (troy),0.000411,tons (short)
pounds of water,0.01602,cu feet
pounds of water,27.68,cu inches
pounds of water,0.1198,gallons
pounds of water/min,0.000267,cu ft/sec
pound-feet,13600000,cm-dynes
pound-feet,13825,cm-grams
pound-feet,0.1383,meter-kgs
pound force (lbf),4.448,newton
pounds/cu ft,0.01602,grams/cu cm
pounds/cu ft,16.02,kgs/cu metre
pounds/cu ft,0.000579,pounds/cu in
pounds/cu ft,5.46E-09,pounds/mil-foot
pounds/cu in,27.68,gms/cu cm
pounds/cu in,27700,kgs/cu metre
pounds/cu in,1728,pounds/cu ft
pounds/cu in,9.43E-06,pounds/mil-foot
pounds/ft,1.488,kgs/metre
pounds/in,178.6,gms/cm
pounds/mil-foot,2310000,gms/cu cm
pounds/sq ft,0.000473,atmospheres
pounds/sq ft,0.01602,feet of water
pounds/sq ft,0.01414,inches of mercury
pounds/sq ft,4.882428,kgs/sq metre
pounds/sq ft,0.00694,pounds/sq in
pounds/sq in,0.06804,atmospheres
pounds/sq in,2.307,feet of water
pounds/sq in,2.036,inches of mercury
pounds/sq in (not pound force!),703.0696,kgs/sq metre
pounds/sq in,144,pounds/sq ft
pounds/sq.in,6894.757,pascal (Pa)
psi (pounds-force/sq.in),6.894757,kilopascal (kPa)
quad,1.055056E+018,joules
quadrants (angle),90,degrees
quadrants (angle),5400,minutes
quadrants (angle),1.571,radians
quadrants (angle),324000,seconds
quarter (2 stone),12.70059,kilogram
quarts (dry),67.2,cu inches
quarts (liquid),946.4,cu cms
quarts (liquid),0.03342,cu feet
quarts (liquid),57.75,cu inches
quarts (liquid),0.000946,cu metres
quarts (liquid),0.00124,cu yards
quarts (liquid),0.25,gallons
quarts (liquid),0.9463,litres
quintal,100,kilogram
rad (ionising radiation),0.01,gray (Gy)(joule/kg)
radians,57.29578,degrees
radians,3438,minutes
radians,206000,seconds
radians/sec,57.29578,degrees/sec
radians/sec,9.549,revolutions/min
radians/sec,0.1592,revolutions/sec
radians/sec/sec,572.9578,revs./min/min
radians/sec/sec,9.549,revs./min/sec
radians/sec/sec,0.1592,revs./sec/sec
réaumur,1.25,celsius (oC)
register ton (shipping),2.831685,cu. metre
rem,0.01,sievert (Sv)
revolutions,360,degrees
revolutions,4,quadrants
revolutions,6.283185,radians
revolutions/min (rpm),6,degrees/sec
revolutions/min,0.1047198,radians/sec
revolutions/min,0.01667,revs./sec
revolutions/min/min,0.00175,radians/sec/sec
revolutions/min/min,0.01667,revs/min/min
revolutions/min/min,0.000278,revs/sec/sec
revolutions/sec,360,degrees/sec
revolutions/sec,6.283,radians/sec
revolutions/sec,60,revs/min
revolutions/sec/sec,6.283,radians/sec/sec
revolutions/sec/sec,3600,revs/min/min
revolutions/sec/sec,60,revs/min/sec
rhe,10,per pascal sec
rod,0.25,chain (Gunter's)
rod,5.02921,metres
rods (surveyor's meas.),5.5,yards
rods,16.5,feet
rontgen,0.000258,coulomb per kilogram
rood (UK),1011.715,sq. metre
scruples ( see medical page ),20,grains
seconds (angle),0.000278,degrees
seconds (angle),0.01666667,minutes
seconds (angle),3.09E-06,quadrants
seconds (angle),4.848137E-06,radians
seconds (sidereal) (more time),0.9972696,seconds (s)
self tapping fastening,see table,metric self tapper
shake,10,nanoseconds (ns)
"shoe size (men, women)",see tables,cm
slug,14.5939,kilogram
slug,32.17,pounds
slug per cubic foot,515.3788,kg per cubic metre
slug per foot second,47.88026,pascal second
span,9,inch
spanner size,see table,metric thread
sphere,12.57,steradians
spoon measures,see tables,kitchen data
square centimetres,197000,circular mils
square centimetres,0.00108,square feet
square centimetres,0.155,square inches
square centimetres,0.0001,square metres
square centimetres,3.86E-11,sq miles
square centimetres,100,sq millimetres
square centimetres,0.00012,sq yards
square feet,2.3E-05,acres
square feet,183000000,circular mils
square feet,929,sq cms
square feet,144,sq inches
square feet,0.09290304,sq meters
square feet,3.59E-08,sq miles
square feet,92900,sq millimeters
square feet,0.1111,sq yards
square feet per hour,2.58064E-05,sq m. / second
square feet per second,0.09290304,sq m. / second
square inches,1270000,circular mils
square inches,6.452,sq cm
square inches,0.00694,sq feet
square inches,645.2,sq millimetres
square inches,1000000,sq mils
square inches,0.000772,sq yards
square kilometres,247.1,acres
square kilometres,10000000000,sq cms
square kilometres,10800000,sq ft
square kilometres,1550000000,sq inches
square kilometres,1000000,sq metres
square kilometres,0.3861,sq miles
square kilometres,1200000,sq yards
square metres,0.000247,acres
square metres,10000,sq cm
square metres,10.763915,sq feet
square metres,1550,sq inches
square metres,3.86E-07,sq miles
square metres,1000000,sq millimetres
square metres,1.196,sq yards
square miles,640,acres
square miles,27900000,sq feet
square miles,2.589988,sq kms
square miles,2589988,sq metres
square miles,3100000,sq yards
square millimetres,1973,circular mils
square millimetres,0.01,sq cms
square millimetres,1.08E-05,sq feet
square millimetres,0.00155,sq inches
square mils,1.273,circular mils
square mils,6.45E-06,sq cms
square mils,1E-06,sq inches
square yards,0.000207,acres
square yards,8361,sq cms
square yards,9,sq feet
square yards,1296,sq inches
square yards,0.8361274,sq meters
square yards,3.23E-07,sq miles
square yards,836000,sq millimeters
standard wire gauge [swg],see table,american [awg]
statampere,3.335641E-10,ampere
statcoulomb,3.335641E-10,coulomb
statfarad,1.112649E-12,farad
stathenry,898755431000,henry
statmho,1.112649E-12,siemens (S)
statohm,898755431000,ohm
statvolt,299.7925,volt
steam tables,see tables,Btu/lb and kJ/kg
stere,1,cu. metre
sthene,1000,newton
stilb,10000,candela per sq. metre
stokes,0.0001,metre sq. per sec
stone (British) ( medical ),14,pound (avoirdupois)
stone (British),6.3502936,kilograms
tablespoons (UK & metric),15,millilitre
tablespoons (US),14.78676,millilitre
tap (thread),see table,pilot drill size
teaspoons (UK & metric),5,millilitre ( = cu.cm = cc)
teaspoons (US),4.928922,cubic cm ( = cc )
teaspoon + other spoons,see table,kitchen data or medical
tex (thread),see table,grams per 1000 metre
time units,see table,seconds to years
therm (European),105506000,joule
therm (US),105480400,joule
thermie,4185500,joule
thou (mil),2.54E-05,metre
thread (bolt),see table,spanner size
tons (long),1016.047,kilograms
tons (long),2240,pounds
tons (long),1.12,tons (short)
tons (tonne)(metric),1000,kilograms
tons (metric),2205,pounds
tons (short),32000,ounces
tons (short),907.1847,kilograms
tons (short),2000,pounds
tons (short),2430.56,pounds (troy)
tons (short),0.89287,tons (long)
tons (short),0.9071847,tonnes (metric)
tons (short)/sq.ft.,9765,kgs/sq meter
tons (short)/sq.ft.,2000,pounds/sq in
tons of water/24 hrs,83.333,pounds of water/hr
tons of water/24 hrs,0.16643,gallons/min
tons of water/24 hrs,1.3349,cu ft/hr
tons refrigeration,12000,btu per hour
tons refrigeration,3024.117,kilocalorie per hour
tons refrigeration,3517.2,watts
torr,133.32237,pascal
unit pole,1.256637E-07,weber ( Wb )
volt inch,0.3937,volt/cm
volt (absolute),0.003336,statvolts
watts,3.4129,Btu/hr
watts,0.05688,Btu/min
watts,10000000,erg/sec
watts,44.27,foot-lbs/min
watts,0.7378,foot-lbs/sec
watts,0.00134,horsepower
watts,0.00136,horsepower (metric)
watts,0.01433,kg-calories/min
watts,0.001,kilowatts
watts,0.0002843,tons refrigeration
watts ( see details ),watts/volts,amps
watts (absolute),0.056884,Btu (mean)/min
watts (absolute),1,joules/sec
watt hour,3600,joule
watt-hours,3.413,Btu
watt-hours,36000000000,ergs
watt-hours,2656,foot-pounds
watt-hours,859.85,gram-calories
watt-hours,0.00134,horsepower-hrs
watt-hours,0.8605,kilogram-calories
watt-hours,367.2,kiloram-metres
watt-hours,0.001,kilowatt-hrs
watt (international),1.0002,watt (absolute)
webers,100000000,maxwells
webers,100000,kilolines
webers/sq in,15500000,gausses
webers/sq in,100000000,lines/sq in
webers/sq in,0.155,webers/sq cm
webers/sq in,1550,webers/sq meter
webers/sq metre,10000,gausses
webers/sq metre,64500,lines/sq in
webers/sq meter,0.0001,webers/sq cm
webers/sq metre,0.000645,webers/sq in
week,7,day
week,168,hour
week,10080,minute (time)
week,0.2299795,month
week,605000,second
yards,91.44,centimeters
yards,0.5,fathom
yards,3,foot
yards,36,inches
yards,0.000914,kilometers
yards,0.9144,metres
yards,0.000493,miles (nautical)
yards,0.000568,miles (statute)
yards,914.4,millimeters
year (mean of 4 year period),365.25,day ( more on time )
year (mean of 4 year period),8766,hour
year (mean of 4 year period),526000,minute (time)
year (mean of 4 year period),31558150,second (time)
year (mean of 4 year period),52.17857,week
